"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL" 
282,"NCT03390426","Femoral Peri-arterial Local Anesthetic Injection Decreases Tourniquet Associated Ischemic Hypertension",,"Completed","Has Results","Tourniquet Hypertension|Intraoperative Hypertension|Total Ankle Arthroplasty|Ankle Fusion","Drug: Mepivacaine|Procedure: Perifemoral Injection of Local Anesthetic|Drug: Saline","Number of Subjects Experiencing Tourniquet Hypertension|Pain Scores as Measured by the Numeric Rating Scale (NRS-11)|Amount of Opioid Pain Medications Used by Patient|Amount of Esmolol Used Intraoperatively","Duke University","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 4","31","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Supportive Care","Pro00089161","May 3, 2018","October 27, 2018","October 28, 2018","January 4, 2018","October 30, 2019","November 19, 2019","Duke University Hospital, Durham, North Carolina, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/26/NCT03390426/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03390426"
283,"NCT02880137","Real Time Myocardial Perfusion Echocardiography for Coronary Allograft Vasculopathy",,"Completed","Has Results","Cardiac Allograft Vasculopathy","Drug: Perflutren Lipid Microsphere|Procedure: RTMPE","Number of Subjects With a Perfusion Defect","Mayo Clinic|University of Calgary","All","1 Year and older   (Child, Adult, Older Adult)","Phase 4","36","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","15-007825","September 2016","June 2018","June 30, 2018","August 26, 2016","June 20, 2019","June 20, 2019","Mayo Clinic in Rochester, Rochester, Minnesota, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/37/NCT02880137/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02880137"
284,"NCT02687204","Twice Daily Enoxaparin Prophylaxis in Reconstructive Surgery Patients",,"Completed","No Results Available","Venous Thromboembolism|Deep Venous Thrombosis|Pulmonary Embolus","Drug: Twice daily enoxaparin prophylaxis|Drug: Real time dose adjustment","Number of patients with a 90-day VTE (either a 90-day DVT or 90-day PE)|Number of patients with a 90-day re-operative hematoma","University of Utah|Agency for Healthcare Research and Quality (AHRQ)","All","18 Years and older   (Adult, Older Adult)","Phase 1","118","Other|U.S. Fed","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","86052","March 2016","June 23, 2017","December 6, 2017","February 22, 2016",,"October 19, 2018","University of Utah Hospitals, Salt Lake City, Utah, United States",,"https://ClinicalTrials.gov/show/NCT02687204"
285,"NCT03619876","Effects of Abatacept on Myocarditis in Rheumatoid Arthritis","AMiRA","Recruiting","No Results Available","Rheumatoid Arthritis|Myocardial Inflammation","Drug: Abatacept|Drug: Adalimumab","Change in myocardial FDG uptake in RA patients treated with abatacept vs adalimumab.|Prevalence of T cell subpopulations associated with myocardial FDG uptake in RA patients treated with abatacept vs adalimumab.","Columbia University|Bristol-Myers Squibb","All","18 Years and older   (Adult, Older Adult)","Phase 4","20","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AAAS2235","July 10, 2019","July 2021","July 2021","August 8, 2018",,"December 9, 2019","Columbia University Medical Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03619876"
286,"NCT02832115","Topical Nitroglycerine Treatment for Radial Artery Spasm Prevention","TNT-RASP","Completed","No Results Available","Radial Artery Spasm|Angina|Coronary Artery Disease","Drug: Topical Nitroglycerine|Drug: Topical Lidocaine","Radial artery spasm|Change in Radial artery dimension measured in mm.|Procedural failure|Patient discomfort or pain during procedure (Visual analog scale 0-10)|Radial pulse at end of procedure","Aultman Health Foundation","All","18 Years and older   (Adult, Older Adult)","Phase 4","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention","2016.04.PG","September 2016","May 2, 2019","May 2, 2019","July 14, 2016",,"October 18, 2019","Aultman Hospital, Canton, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT02832115"
287,"NCT02970032","Evaluation of Anti-Xa Levels in Surgery Patients Receiving Fixed Dose Heparin",,"Completed","Has Results","Deep-Venous Thrombosis|Pulmonary Embolism|Venous Thromboembolism","Drug: Real time heparin dose adjustment|Drug: Standard heparin dose","Number of Participants With Anti-Xa Levels Within Target Range (0.1-0.35 IU/mL)|Number of Rate Adjustments","University of Utah","All","18 Years and older   (Adult, Older Adult)","Early Phase 1","20","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","IRB_00095514","November 10, 2016","September 10, 2017","December 8, 2017","November 21, 2016","June 24, 2019","July 24, 2019","Univeristy of Utah Hospital, Salt Lake City, Utah, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/32/NCT02970032/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02970032"
288,"NCT02448069","Safety and Feasibility of Argatroban, Tissue Plasminogen Activator and Intra-arterial Therapy in Stroke","ARTSS-IA","Completed","No Results Available","Stroke|Cerebral Ischemia","Drug: Argatroban","Safety as measured by the incidence (absolute number) of symptomatic intracranial hemorrhage (sICH)|Feasibility of combining Argatroban with usual care as measured by success of starting the study medication bolus before the end of rt-PA infusion. 1. CT to tPA time, 2. CT to groin-puncture compared to institutional stroke-center database|Safety as measured by the incidence (absolute number of cases) of: 1. Groin or retroperitoneal hematoma 2. Major systemic hemorrhage requiring transfusion 3. Arterial perforation or dissection|Rates and completeness of arterial reperfusion as measured by cerebral angiography. Assessed at time of diagnostic (first intracranial injection unilateral to the occlusive lesion) and at the termination of study procedure.|A NIH Stroke Scale (NIHSS) assessment will be performed at baseline and repeated at 24 hours, 48 hours and Day 7/discharge (whichever comes first).","The University of Texas Health Science Center, Houston","All","18 Years and older   (Adult, Older Adult)","Phase 2","10","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HSC-MS-15-0327","May 2015","August 2016","August 2016","May 19, 2015",,"June 21, 2017","University of Texas Health Science Center at Houston, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT02448069"
289,"NCT03471611","Study of Intracoronary CD34+ Cell Administration in Patients With Early Coronary Atherosclerosis",,"Active, not recruiting","No Results Available","Atherosclerosis, Coronary","Drug: Autologous CD34+ Cells|Drug: Granulocyte Colony-Stimulating Factor (G-CSF)","Number of subjects experiencing adverse events|Number of subjects experiencing serious adverse events|Number of subjects experiencing Major Adverse Cardiovascular Events (MACE)","Mayo Clinic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-005743","June 15, 2018","May 1, 2022","May 1, 2022","March 20, 2018",,"March 9, 2020","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03471611"
290,"NCT01523366","A Pharmacodynamic Study With Ticagrelor in Hispanic Patients",,"Completed","Has Results","Stable Coronary Artery Disease","Drug: Ticagrelor|Drug: Clopidogrel","Inhibition of the P2Y12 Receptor as Measured by P2Y12 Reactions Units (PRU) From VerifyNow™ (a Platelet Function Test Developed by Accumetrics) at 2 Hours After Loading Dose|Inhibition of the P2Y12 Receptor as Measured by PRU From VerifyNow™ at 0.5 and 8 Hours After Loading Dose|Inhibition of the P2Y12 Receptor as Measured by PRU From VerifyNow™ at 2 and 8 Hours on Day 7 After Multiple Doses and at End of Dosing Interval on Day 8|Ticagrelor Plasma Concentrations After the Loading and Maintenance Doses|AR-C124910XX (an Active Metabolite of Ticagrelor) Plasma Concentrations After the Loading and Maintenance Doses","AstraZeneca","All","18 Years and older   (Adult, Older Adult)","Phase 4","53","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","D5130L00012","April 2012","May 2013","May 2013","February 1, 2012","August 5, 2014","August 18, 2014","Research Site, Los Angeles, California, United States|Research Site, Hollywood, Florida, United States|Research Site, Jacksonville, Florida, United States|Research Site, Miami, Florida, United States|Research Site, Linden, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT01523366"
291,"NCT02162550","Effect of Bydureon on Carotid Atherosclerosis Progression in Type 2 Diabetes Mellitus",,"Active, not recruiting","No Results Available","Type 2 Diabetes","Drug: Bydureon|Drug: placebo","Change in carotid plaque volume|Change in reactive hyperemic index|Change in carotid plaque composition","Phoenix VA Health Care System","All","21 Years to 75 Years   (Adult, Older Adult)","Phase 4","148","U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","1026","June 2014","April 2019","September 2019","June 12, 2014",,"June 14, 2018","Phoenix VA Health Care System, Phoenix, Arizona, United States",,"https://ClinicalTrials.gov/show/NCT02162550"
292,"NCT01452152","Pharmacogenomics of Anti-platelet Intervention-2 (PAPI-2) Study","PAPI-2","Terminated","Has Results","Cardiovascular Diseases|Acute Coronary Syndrome","Drug: clopidogrel|Drug: prasugrel","Occurrence of Post-randomization Cardiovascular Events|Occurrence of Bleeding Events|Post-treatment Platelet Aggregation|Health Care Resource Utilization and Cost-effectiveness|Occurrence of Adverse Events|Composite of All-cause Death, Myocardial Infarction (MI), Stroke and Repeat Revascularization","University of Maryland, Baltimore|National Heart, Lung, and Blood Institute (NHLBI)","All","20 Years to 74 Years   (Adult, Older Adult)","Phase 4","9","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HP-00047385|9U01HL105198-06","February 2012","July 2013","July 2013","October 14, 2011","June 28, 2016","August 22, 2019","Christiana Care Health System, Newark, Delaware, United States|University of Maryland School of Medicine, Baltimore, Maryland, United States|Sinai Center for Thrombosis Research, Baltimore, Maryland, United States|The Johns Hopkins University School of Medicine, Baltimore, Maryland, United States|Geisinger Health System, Danville, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT01452152"
293,"NCT02270918","Reversibility of Apixaban Anticoagulation With the Four Factor Prothrombin Complex Concentrate Kcentra","4PAR","Completed","No Results Available","Thrombosis","Drug: Kcentra|Drug: Apixaban|Drug: Placebo","thrombin generation assay (TGA)|Anti-factor Xa activity","Thomas Jefferson University|Bristol-Myers Squibb|CSL Behring","All","18 Years to 55 Years   (Adult)","Phase 1","12","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","14P.366","November 2014","December 2014","December 2014","October 21, 2014",,"June 7, 2016","Thomas Jefferson University Hosptial, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT02270918"
294,"NCT00879060","Clinical and Therapeutic Implications of Fibrosis in Hypertrophic Cardiomyopathy",,"Unknown status","No Results Available","Myocardial Fibrosis|Hypertrophic Cardiomyopathy","Drug: spironolactone","changes in serum markers of collagen turnover|measures of diastolic function by echocardiography|cardiac mass and fibrosis by cardiac magnetic resonance imaging (CMR)|exercise tolerance by exercise VO2max and Holter","Tufts Medical Center","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 4","95","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","K23HL086745-01A1","November 2007","November 2011","November 2012","April 9, 2009",,"April 9, 2009","Tufts Medical Center, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT00879060"
295,"NCT01710839","Widefield Angiography Guided Targeted-retinal Photocoagulation Combined With Anti VEgf Intravitreal Injections for the Treatment of Ischemic Central Retinal Vein Occlusion, Hemi Retinal Vein Occlusion, and Branch Retinal Vein Occlusion","WAVE","Completed","Has Results","Central Retinal, Hemi Retinal & Brach Retinal Vein Occlusions","Drug: 0.5mg Ranibizumab|Procedure: Targeted Pan Retinal Photocoagulation","Total Number of Intravitreal Injections Over a 12 Month Period|Visual Acuity|Retinal Ischemia|Foveal Avascular Zone|Adverse Events|Neovascularization of the Iris, Optic Nerve and Elsewhere|Central Foveal Outcome|Aqueous VEGF Levels|Visual Field","Charles C Wykoff, PhD, MD|Genentech, Inc.|Greater Houston Retina Research","All","18 Years and older   (Adult, Older Adult)","Phase 4","30","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","12246","October 2012","October 2015","October 2015","October 19, 2012","April 11, 2017","September 8, 2017","Retina Consultants of Houston/The Medical Center, Houston, Texas, United States|Retina Consultants of Houston, Katy, Texas, United States|Retina Consultants of Houston, The Woodlands, Texas, United States",,"https://ClinicalTrials.gov/show/NCT01710839"
