"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
28,"NCT03208244","DAA Treatment in Donor HCV-positive to Recipient HCV-negative Heart Transplant",,"Recruiting","No Results Available","End Stage Heart Disease|Hepatitis C","Drug: Clinically prescribed direct acting antiviral","Undetectable HCV RNA|Safety and tolerability (based on number of adverse events and out of range lab values) of DAA therapy in patients undergoing cardiac transplantation","Massachusetts General Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 4","30","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","2017P001427","November 9, 2017","December 31, 2021","April 1, 2022","July 5, 2017",,"March 5, 2019","Masschusetts General Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT03208244"
29,"NCT01767987","Ranolazine Cardioprotection in PCI",,"Terminated","Has Results","Acute Coronary Syndrome","Drug: Ranolazine|Drug: Placebo","Troponin|CK-MB|TIMI Flow Rate (Grade)|Incidence of Atrial Fibrillation, Ventricular Tachycardia, or Ventricular Fibrillation in Coronary Cath Lab|Incidence of Non-sustained Ventricular Tachycardia or Atrial Fibrillation Post PCI|Left Ventricular End Diastolic Pressure (LVEDP)|Death, Myocardial Infarction (Biomarker Greater Than 2x Normal), CHF, Cardiac Arrest|Death, MI, Revascularization, CHF|Successful PCI","Harvey Hahn|Gilead Sciences|Kettering Health Network","All","18 Years and older   (Adult, Older Adult)","Phase 2","6","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention","ISR IN-US-259-0139","November 2012","April 2014","April 2014","January 15, 2013","November 20, 2015","September 14, 2017","Kettering Medical Center, Kettering, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT01767987"
30,"NCT03138603","Metoprolol to Reduce Perioperative Myocardial Injury","ORION","Active, not recruiting","No Results Available","Heart Diseases","Drug: Metoprolol Tartrate|Drug: Placebo","myocardial injury|MACE|Myocardial ischemia (ST-depression/elevation duration)|Stroke|Cumulative vasopressor requirements in PACU|Incidence rate bradycardia duration (HR <50/min)|cumulative rate bradycardia duration (HR <50/min)|Unplanned ICU admission|Length of hospital stay|Length of ICU stay","Washington University School of Medicine|National Heart, Lung, and Blood Institute (NHLBI)","All","50 Years and older   (Adult, Older Adult)","Phase 3","600","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","201610156|5R01HL126892","December 2016","December 31, 2021","December 31, 2022","May 3, 2017",,"April 23, 2018","Washington University School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT03138603"
31,"NCT01352416","Suppression Of Atrial Fibrillation With Ranolazine After Cardiac Surgery",,"Terminated","Has Results","Heart; Dysfunction Postoperative, Cardiac Surgery","Drug: Ranolazine|Drug: Placebo","Freedom From Any Episode of Post Operative Atrial Fibrillation Longer Than 6 Hours Duration Occurring During the Study Period.","William Beaumont Hospitals|Beaumont Foundation of America|Gilead Sciences","All","22 Years and older   (Adult, Older Adult)","Phase 3","15","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","2009-101, IN-US-259-0114","September 2010","November 2012","November 2012","May 11, 2011","January 6, 2017","January 6, 2017","William Beaumont Hospital, Royal Oak, Michigan, United States|William Beaumont Hospital, Troy, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT01352416"
32,"NCT03383419","Transplant of Redeemed Organs by Judicious Administration of New Direct-Acting Antivirals for Hepatitis-C Heart Recipients","TROJAN-C","Recruiting","No Results Available","Heart Failure","Drug: Epclusa","Sustained virologic response after 12 weeks of treatment|1-year post-transplant survival","Baylor Research Institute","All","18 Years to 90 Years   (Adult, Older Adult)","Phase 2","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","018-009","March 20, 2018","January 30, 2021","February 28, 2021","December 26, 2017",,"April 24, 2020","Cedars-Sinai Medical Center, Los Angeles, California, United States|Duke University Medical Center, Durham, North Carolina, United States|Baylor University Medical Center, Dallas, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03383419"
33,"NCT02579057","Sub-Q Versus IV Furosemide in Acute Heart Failure",,"Completed","Has Results","Congestive Heart Failure","Drug: Furosemide Injection Solution (SCP-101)|Drug: Furosemide Injection Solution, USP","Urine Output|Heart Failure Symptom Scoring/Symptom Improvement|Number of Participants With Side Effects|Urine Sodium","Johns Hopkins University|scPharmaceuticals, Inc.","All","18 Years to 100 Years   (Adult, Older Adult)","Phase 2|Phase 3","40","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00068019","February 2016","June 2017","July 2017","October 19, 2015","November 17, 2017","December 18, 2017","Johns Hopkins Hospital Heart Failure Bridge Clinic, Baltimore, Maryland, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/57/NCT02579057/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02579057"
34,"NCT01842035","Heart Rate Response to Regadenoson and Sudden Cardiac Death",,"Active, not recruiting","No Results Available","Left Ventricular Systolic Dysfunction|Sudden Cardiac Death","Drug: regadenoson","Sudden cardiac death|all-cause death|First appropriate ICD therapy|Inappropriate ICD therapy|All-cause death or first appropriate ICD therapy|supraventricular tachycardia","University of Alabama at Birmingham|Astellas Scientific & Medical Affairs, Inc.","All","19 Years to 80 Years   (Adult, Older Adult)","Not Applicable","90","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","REGA 12D05","February 2013","January 2020","June 2020","April 29, 2013",,"June 14, 2019","UAB, Birmingham, Alabama, United States",,"https://ClinicalTrials.gov/show/NCT01842035"
35,"NCT03814317","Inhaled Treprostinil in Sarcoidosis Patients With Pulmonary Hypertension","SAPPHIRE","Recruiting","No Results Available","Sarcoidosis|Precapillary Pulmonary Hypertension|Interstitial Lung Disease","Drug: Inhaled Treprostinil","PVR by Right heart catheterization (RHC)|mPAP by Right heart catheterization (RHC)|Change in 6-Minute Walk Test (6MWT)|Change in Cardiac MRI parameters|Change in Pulmonary Function Testing|Change in Brain Natriuretic Peptide (BNP)|Change in WHO Functional Class (WHO FC)","University of Florida|United Therapeutics","All","18 Years to 99 Years   (Adult, Older Adult)","Phase 2","10","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","OCR19684|20192572","January 30, 2020","September 2020","March 2021","January 24, 2019",,"February 13, 2020","University of Florida, Division of Pulmonary and Critical Care Medicine, Gainesville, Florida, United States",,"https://ClinicalTrials.gov/show/NCT03814317"
36,"NCT02840799","Effect of KNO3 Compared to KCl on Oxygen UpTake in Heart Failure With Preserved Ejection Fraction (KNO3CK OUT HFPEF)",,"Active, not recruiting","No Results Available","Heart Failure","Drug: Potassium Nitrate (KNO3)|Drug: Potassium Chloride (KCl)","Change in peak oxygen consumption (Vo2) from phase 1 to phase 2|Change in total work performed during a maximal-effort exercise test from phase 1 to phase 2|Effect of potassium nitrate (KNO3) on quality of life (QOL)|Effect of KNO3 on the systemic vasodilatory response to exercise: The change in systemic vascular resistance reserve during exercise during a maximal effort exercise test|Effect of potassium nitrate (KNO3) on muscle blood flow during exercise: Muscle blood flow during exercise, measured with arterial MRI spin labeling during a standardized plantar flexion exercise test|Effect of potassium nitrate (KNO3) on muscle phosphocreatine (PCr) recovery kinetics following a standardized plantar flexor exercise protocol|Effect of potassium nitrate (KNO3) on left ventricle (LV) diastolic function: E/e' ratio|Effect of potassium nitrate (KNO3) on left ventricle (LV) diastolic function: left atrial volume index|Effect of potassium nitrate (KNO3) on myocardial systolic strain: peak global systolic myocardial longitudinal strain|Effect of potassium nitrate (KNO3) on myocardial systolic strain: peak global systolic myocardial circumferential strain|Effect of potassium nitrate (KNO3) on late systolic wall stress as assessed by the Arts formula using echocardiographic and tonometry recordings|Effect of potassium nitrate (KNO3) on arterial wave reflections as assessed by wave separation analysis using tonometry and Doppler flow data|Effect of potassium nitrate (KNO3) on augmentation index","University of Pennsylvania|Northwestern University","All","18 Years to 90 Years   (Adult, Older Adult)","Phase 2","76","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","824290","August 2016","August 2020","February 2021","July 21, 2016",,"March 24, 2020","Northwestern Medical Center, Evanston, Illinois, United States|Corporal Michael J Crescenz Veterans Affairs Medical Center (VA), Philadelphia, Pennsylvania, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT02840799"
37,"NCT03051711","Study to Evaluate Effects of Investigational Drug on Oxygenation in Healthy Volunteers Under Hypoxic Conditions",,"Terminated","No Results Available","Cardio-pulmonary Function","Drug: GBT440","The change in oxygen saturation (%) at rest and exercise, under hypoxic conditions|Maximal oxygen uptake VO2 max (mL/kg/min) under normoxic and hypoxic conditions|Cardiac output (L/min) under normoxic and hypoxic conditions|Oxy-hemoglobin dissociation curve p50, under hypoxic conditions|Perceived dyspnea score (1-10), under normoxic and hypoxic conditions|Frequency and severity of treatment-emergent adverse events (TEAEs) as assessed by (NCI CTCAE Version 4.03)","Global Blood Therapeutics|Mayo Clinic","All","18 Years to 50 Years   (Adult)","Phase 1","14","Industry|Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","GBT440-0111","December 2016","December 1, 2017","February 21, 2018","February 14, 2017",,"October 4, 2019","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03051711"
38,"NCT04112316","Developing Oral LT3 Therapy for Heart Failure - HFrEF","DOT3HF-HFrEF","Active, not recruiting","No Results Available","Heart Failure With Reduced Ejection Fraction|Low Triiodothyronine Syndrome","Drug: liothyronine or placebo","Cardiac Rhythm Monitoring by 14 day Patch Rhythm Assessment|T3 Level|Peak Maximal Rate of Oxygen Consumption During Exercise (VO2 Max)|Measure of Quality of Life|Actigraphy|NT-proBNP levels","University of Pennsylvania|National Heart, Lung, and Blood Institute (NHLBI)","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","28","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","833681r|1R61HL146390-01","February 11, 2020","April 30, 2023","April 30, 2023","October 2, 2019",,"March 24, 2020","PennMedicine, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT04112316"
39,"NCT04111536","Developing Oral LT3 Therapy for Heart Failure - HFpEF","DOT3HF-HFpEF","Active, not recruiting","No Results Available","Heart Failure With Preserved Ejection Fraction|Low Triiodothyronine Syndrome","Drug: liothyronine or placebo","Cardiac Rhythm Monitoring by 14 day Patch Rhythm Assessment|T3 Level|Peak Maximal Rate of Oxygen Consumption During Exercise (VO2 Max)|Measure of Quality of Life|Actigraphy|NT-proBNP Levels","University of Pennsylvania|National Heart, Lung, and Blood Institute (NHLBI)","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","28","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","833681p|1R61HL146390-01","March 8, 2020","April 30, 2023","April 30, 2023","October 1, 2019",,"March 24, 2020","Penn Medicine, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT04111536"
40,"NCT03015402","Oral Nitrite in Patients With Pulmonary Hypertension and Heart Failure With Preserved Ejection Fraction","PH-HFpEF","Active, not recruiting","No Results Available","Pulmonary Hypertension Secondary|Heart Failure","Drug: Sodium Nitrite|Drug: Placebo Oral Capsule","Pulmonary artery pressure (mPAP) during submaximal exercise as compared between placebo and nitrite|Difference in 6-minute walk test|Change in right heart catheterization (RHC) hemodynamics|Change in severity of heart failure|Change in endurance exercise time","Gladwin, Mark, MD|National Heart, Lung, and Blood Institute (NHLBI)|University of Pittsburgh","All","18 Years and older   (Adult, Older Adult)","Phase 2","26","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","PRO16110594|5P01HL103455","October 30, 2017","March 2021","March 2021","January 10, 2017",,"April 1, 2020","University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03015402"
